"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Aug 12 20:36:14 GMT 2021","Thu Aug 12 20:36:28 GMT 2021","14779","test_conduit","test_all_conduit","TestConduit1","","","test_signup",""
"passed","Thu Aug 12 20:39:49 GMT 2021","Thu Aug 12 20:39:56 GMT 2021","7358","test_conduit","test_all_conduit","TestConduit1","","","test_logout",""
"passed","Thu Aug 12 20:35:58 GMT 2021","Thu Aug 12 20:36:00 GMT 2021","2098","test_conduit","test_all_conduit","TestConduit1","","","test_homepage",""
"passed","Thu Aug 12 20:36:02 GMT 2021","Thu Aug 12 20:36:04 GMT 2021","2095","test_conduit","test_all_conduit","TestConduit1","","","test_accept_cookies",""
"passed","Thu Aug 12 20:36:06 GMT 2021","Thu Aug 12 20:36:13 GMT 2021","7403","test_conduit","test_all_conduit","TestConduit1","","","test_bad_signup",""
"passed","Thu Aug 12 20:37:03 GMT 2021","Thu Aug 12 20:38:00 GMT 2021","56827","test_conduit","test_all_conduit","TestConduit1","","","test_new_article_from_file",""
"passed","Thu Aug 12 20:38:21 GMT 2021","Thu Aug 12 20:38:38 GMT 2021","17029","test_conduit","test_all_conduit","TestConduit1","","","test_delete_article",""
"failed","Thu Aug 12 20:39:19 GMT 2021","Thu Aug 12 20:39:47 GMT 2021","28105","test_conduit","test_all_conduit","TestConduit1","","","test_list_faved_posts",""
"passed","Thu Aug 12 20:36:34 GMT 2021","Thu Aug 12 20:36:45 GMT 2021","10692","test_conduit","test_all_conduit","TestConduit1","","","test_new_article",""
"passed","Thu Aug 12 20:36:29 GMT 2021","Thu Aug 12 20:36:32 GMT 2021","3303","test_conduit","test_all_conduit","TestConduit1","","","test_sign_in",""
"passed","Thu Aug 12 20:38:39 GMT 2021","Thu Aug 12 20:39:06 GMT 2021","26659","test_conduit","test_all_conduit","TestConduit1","","","test_sampletext_download",""
"passed","Thu Aug 12 20:39:07 GMT 2021","Thu Aug 12 20:39:18 GMT 2021","10368","test_conduit","test_all_conduit","TestConduit1","","","test_pagination",""
"passed","Thu Aug 12 20:38:01 GMT 2021","Thu Aug 12 20:38:20 GMT 2021","18383","test_conduit","test_all_conduit","TestConduit1","","","test_modify_profile",""
"passed","Thu Aug 12 20:36:45 GMT 2021","Thu Aug 12 20:37:01 GMT 2021","16154","test_conduit","test_all_conduit","TestConduit1","","","test_modify_article",""
