"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Aug 13 08:33:46 GMT 2021","Fri Aug 13 08:33:53 GMT 2021","7328","test_conduit","test_all_conduit","TestConduit1","","","test_logout",""
"passed","Fri Aug 13 08:30:16 GMT 2021","Fri Aug 13 08:30:31 GMT 2021","14335","test_conduit","test_all_conduit","TestConduit1","","","test_signup",""
"passed","Fri Aug 13 08:33:05 GMT 2021","Fri Aug 13 08:33:15 GMT 2021","10369","test_conduit","test_all_conduit","TestConduit1","","","test_pagination",""
"passed","Fri Aug 13 08:32:38 GMT 2021","Fri Aug 13 08:33:04 GMT 2021","26674","test_conduit","test_all_conduit","TestConduit1","","","test_sampletext_download",""
"passed","Fri Aug 13 08:33:17 GMT 2021","Fri Aug 13 08:33:45 GMT 2021","28101","test_conduit","test_all_conduit","TestConduit1","","","test_list_faved_posts",""
"passed","Fri Aug 13 08:30:09 GMT 2021","Fri Aug 13 08:30:16 GMT 2021","7326","test_conduit","test_all_conduit","TestConduit1","","","test_bad_signup",""
"passed","Fri Aug 13 08:30:47 GMT 2021","Fri Aug 13 08:31:04 GMT 2021","17180","test_conduit","test_all_conduit","TestConduit1","","","test_modify_article",""
"passed","Fri Aug 13 08:30:05 GMT 2021","Fri Aug 13 08:30:07 GMT 2021","2069","test_conduit","test_all_conduit","TestConduit1","","","test_accept_cookies",""
"passed","Fri Aug 13 08:32:20 GMT 2021","Fri Aug 13 08:32:37 GMT 2021","17075","test_conduit","test_all_conduit","TestConduit1","","","test_delete_article",""
"passed","Fri Aug 13 08:32:00 GMT 2021","Fri Aug 13 08:32:19 GMT 2021","18392","test_conduit","test_all_conduit","TestConduit1","","","test_modify_profile",""
"passed","Fri Aug 13 08:30:01 GMT 2021","Fri Aug 13 08:30:03 GMT 2021","2047","test_conduit","test_all_conduit","TestConduit1","","","test_homepage",""
"broken","Fri Aug 13 08:31:05 GMT 2021","Fri Aug 13 08:31:59 GMT 2021","53754","test_conduit","test_all_conduit","TestConduit1","","","test_new_article_from_file",""
"passed","Fri Aug 13 08:30:31 GMT 2021","Fri Aug 13 08:30:35 GMT 2021","3326","test_conduit","test_all_conduit","TestConduit1","","","test_sign_in",""
"passed","Fri Aug 13 08:30:35 GMT 2021","Fri Aug 13 08:30:46 GMT 2021","10694","test_conduit","test_all_conduit","TestConduit1","","","test_new_article",""
