"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Fri Aug 13 09:17:37 GMT 2021","Fri Aug 13 09:18:35 GMT 2021","58050","test_conduit","test_all_conduit","TestConduit1","","","test_new_article_from_file",""
"passed","Fri Aug 13 09:20:10 GMT 2021","Fri Aug 13 09:20:20 GMT 2021","10423","test_conduit","test_all_conduit","TestConduit1","","","test_pagination",""
"passed","Fri Aug 13 09:16:33 GMT 2021","Fri Aug 13 09:16:35 GMT 2021","2061","test_conduit","test_all_conduit","TestConduit1","","","test_accept_cookies",""
"passed","Fri Aug 13 09:20:49 GMT 2021","Fri Aug 13 09:20:57 GMT 2021","7401","test_conduit","test_all_conduit","TestConduit1","","","test_logout",""
"passed","Fri Aug 13 09:16:37 GMT 2021","Fri Aug 13 09:16:44 GMT 2021","7291","test_conduit","test_all_conduit","TestConduit1","","","test_bad_signup",""
"passed","Fri Aug 13 09:20:21 GMT 2021","Fri Aug 13 09:20:49 GMT 2021","28223","test_conduit","test_all_conduit","TestConduit1","","","test_list_faved_posts",""
"passed","Fri Aug 13 09:17:19 GMT 2021","Fri Aug 13 09:17:37 GMT 2021","17369","test_conduit","test_all_conduit","TestConduit1","","","test_modify_article",""
"passed","Fri Aug 13 09:16:46 GMT 2021","Fri Aug 13 09:17:00 GMT 2021","14704","test_conduit","test_all_conduit","TestConduit1","","","test_signup",""
"passed","Fri Aug 13 09:18:37 GMT 2021","Fri Aug 13 09:18:55 GMT 2021","18597","test_conduit","test_all_conduit","TestConduit1","","","test_modify_profile",""
"passed","Fri Aug 13 09:17:07 GMT 2021","Fri Aug 13 09:17:18 GMT 2021","10777","test_conduit","test_all_conduit","TestConduit1","","","test_new_article",""
"passed","Fri Aug 13 09:18:57 GMT 2021","Fri Aug 13 09:19:14 GMT 2021","17050","test_conduit","test_all_conduit","TestConduit1","","","test_delete_article",""
"passed","Fri Aug 13 09:17:02 GMT 2021","Fri Aug 13 09:17:05 GMT 2021","3359","test_conduit","test_all_conduit","TestConduit1","","","test_sign_in",""
"passed","Fri Aug 13 09:16:29 GMT 2021","Fri Aug 13 09:16:31 GMT 2021","2046","test_conduit","test_all_conduit","TestConduit1","","","test_homepage",""
"passed","Fri Aug 13 09:19:15 GMT 2021","Fri Aug 13 09:20:08 GMT 2021","53375","test_conduit","test_all_conduit","TestConduit1","","","test_sampletext_download",""
