"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Aug 13 09:30:46 GMT 2021","Fri Aug 13 09:31:00 GMT 2021","14457","test_conduit","test_all_conduit","TestConduit1","","","test_signup",""
"passed","Fri Aug 13 09:30:33 GMT 2021","Fri Aug 13 09:30:35 GMT 2021","2060","test_conduit","test_all_conduit","TestConduit1","","","test_accept_cookies",""
"passed","Fri Aug 13 09:30:30 GMT 2021","Fri Aug 13 09:30:32 GMT 2021","2039","test_conduit","test_all_conduit","TestConduit1","","","test_homepage",""
"passed","Fri Aug 13 09:33:36 GMT 2021","Fri Aug 13 09:33:47 GMT 2021","10343","test_conduit","test_all_conduit","TestConduit1","","","test_pagination",""
"passed","Fri Aug 13 09:30:37 GMT 2021","Fri Aug 13 09:30:44 GMT 2021","7297","test_conduit","test_all_conduit","TestConduit1","","","test_bad_signup",""
"passed","Fri Aug 13 09:33:47 GMT 2021","Fri Aug 13 09:34:15 GMT 2021","27988","test_conduit","test_all_conduit","TestConduit1","","","test_list_faved_posts",""
"passed","Fri Aug 13 09:32:33 GMT 2021","Fri Aug 13 09:32:51 GMT 2021","18276","test_conduit","test_all_conduit","TestConduit1","","","test_modify_profile",""
"broken","Fri Aug 13 09:31:19 GMT 2021","Fri Aug 13 09:31:30 GMT 2021","11370","test_conduit","test_all_conduit","TestConduit1","","","test_modify_article",""
"passed","Fri Aug 13 09:32:52 GMT 2021","Fri Aug 13 09:33:09 GMT 2021","16852","test_conduit","test_all_conduit","TestConduit1","","","test_delete_article",""
"passed","Fri Aug 13 09:34:16 GMT 2021","Fri Aug 13 09:34:23 GMT 2021","7328","test_conduit","test_all_conduit","TestConduit1","","","test_logout",""
"passed","Fri Aug 13 09:31:07 GMT 2021","Fri Aug 13 09:31:17 GMT 2021","10615","test_conduit","test_all_conduit","TestConduit1","","","test_new_article",""
"passed","Fri Aug 13 09:33:09 GMT 2021","Fri Aug 13 09:33:36 GMT 2021","26607","test_conduit","test_all_conduit","TestConduit1","","","test_sampletext_download",""
"passed","Fri Aug 13 09:31:02 GMT 2021","Fri Aug 13 09:31:05 GMT 2021","3277","test_conduit","test_all_conduit","TestConduit1","","","test_sign_in",""
"failed","Fri Aug 13 09:31:32 GMT 2021","Fri Aug 13 09:32:31 GMT 2021","59547","test_conduit","test_all_conduit","TestConduit1","","","test_new_article_from_file",""
