"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Aug 08 12:03:12 GMT 2021","Sun Aug 08 12:03:14 GMT 2021","2081","test_conduit","test_all_conduit","TestConduit1","","","test_accept_cookies",""
"passed","Sun Aug 08 12:05:07 GMT 2021","Sun Aug 08 12:05:39 GMT 2021","32686","test_conduit","test_all_conduit","TestConduit1","","","test_sampletext_download",""
"broken","Sun Aug 08 12:04:42 GMT 2021","Sun Aug 08 12:04:48 GMT 2021","6599","test_conduit","test_all_conduit","TestConduit1","","","test_modify_profile",""
"passed","Sun Aug 08 12:05:41 GMT 2021","Sun Aug 08 12:05:51 GMT 2021","10394","test_conduit","test_all_conduit","TestConduit1","","","test_pagination",""
"passed","Sun Aug 08 12:03:15 GMT 2021","Sun Aug 08 12:03:30 GMT 2021","14878","test_conduit","test_all_conduit","TestConduit1","","","test_signup",""
"broken","Sun Aug 08 12:03:44 GMT 2021","Sun Aug 08 12:03:47 GMT 2021","2337","test_conduit","test_all_conduit","TestConduit1","","","test_modify_article",""
"passed","Sun Aug 08 12:06:00 GMT 2021","Sun Aug 08 12:06:07 GMT 2021","7349","test_conduit","test_all_conduit","TestConduit1","","","test_logout",""
"passed","Sun Aug 08 12:04:49 GMT 2021","Sun Aug 08 12:05:05 GMT 2021","16074","test_conduit","test_all_conduit","TestConduit1","","","test_delete_article",""
"passed","Sun Aug 08 12:03:35 GMT 2021","Sun Aug 08 12:03:43 GMT 2021","7933","test_conduit","test_all_conduit","TestConduit1","","","test_new_article",""
"passed","Sun Aug 08 12:03:31 GMT 2021","Sun Aug 08 12:03:34 GMT 2021","3307","test_conduit","test_all_conduit","TestConduit1","","","test_sign_in",""
"broken","Sun Aug 08 12:05:53 GMT 2021","Sun Aug 08 12:05:58 GMT 2021","5035","test_conduit","test_all_conduit","TestConduit1","","","test_list_faved_posts",""
"passed","Sun Aug 08 12:03:48 GMT 2021","Sun Aug 08 12:04:40 GMT 2021","52004","test_conduit","test_all_conduit","TestConduit1","","","test_new_article_from_file",""
