"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Fri Aug 06 13:52:18 GMT 2021","Fri Aug 06 13:52:18 GMT 2021","0","test_conduit","test_all_conduit","TestConduit1","","","test_signup",""
"broken","Fri Aug 06 13:52:15 GMT 2021","Fri Aug 06 13:52:15 GMT 2021","0","test_conduit","test_all_conduit","TestConduit1","","","test_accept_cookies",""
"broken","Fri Aug 06 13:52:19 GMT 2021","Fri Aug 06 13:52:19 GMT 2021","0","test_conduit","test_all_conduit","TestConduit1","","","test_logout",""
