"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Sun Aug 08 12:25:04 GMT 2021","Sun Aug 08 12:25:27 GMT 2021","22739","test_conduit","test_all_conduit","TestConduit1","","","test_signup",""
"passed","Sun Aug 08 12:25:32 GMT 2021","Sun Aug 08 12:25:40 GMT 2021","7926","test_conduit","test_all_conduit","TestConduit1","","","test_new_article",""
"passed","Sun Aug 08 12:28:13 GMT 2021","Sun Aug 08 12:28:20 GMT 2021","7380","test_conduit","test_all_conduit","TestConduit1","","","test_logout",""
"passed","Sun Aug 08 12:27:03 GMT 2021","Sun Aug 08 12:27:20 GMT 2021","16227","test_conduit","test_all_conduit","TestConduit1","","","test_delete_article",""
"broken","Sun Aug 08 12:28:05 GMT 2021","Sun Aug 08 12:28:11 GMT 2021","6041","test_conduit","test_all_conduit","TestConduit1","","","test_list_faved_posts",""
"passed","Sun Aug 08 12:25:41 GMT 2021","Sun Aug 08 12:25:52 GMT 2021","11586","test_conduit","test_all_conduit","TestConduit1","","","test_modify_article",""
"passed","Sun Aug 08 12:25:01 GMT 2021","Sun Aug 08 12:25:03 GMT 2021","2089","test_conduit","test_all_conduit","TestConduit1","","","test_accept_cookies",""
"passed","Sun Aug 08 12:27:54 GMT 2021","Sun Aug 08 12:28:05 GMT 2021","10416","test_conduit","test_all_conduit","TestConduit1","","","test_pagination",""
"passed","Sun Aug 08 12:25:53 GMT 2021","Sun Aug 08 12:26:45 GMT 2021","51968","test_conduit","test_all_conduit","TestConduit1","","","test_new_article_from_file",""
"passed","Sun Aug 08 12:26:46 GMT 2021","Sun Aug 08 12:27:03 GMT 2021","16486","test_conduit","test_all_conduit","TestConduit1","","","test_modify_profile",""
"passed","Sun Aug 08 12:27:21 GMT 2021","Sun Aug 08 12:27:54 GMT 2021","32747","test_conduit","test_all_conduit","TestConduit1","","","test_sampletext_download",""
"passed","Sun Aug 08 12:25:28 GMT 2021","Sun Aug 08 12:25:32 GMT 2021","3329","test_conduit","test_all_conduit","TestConduit1","","","test_sign_in",""
