"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Aug 13 07:01:49 GMT 2021","Fri Aug 13 07:01:52 GMT 2021","3297","test_conduit","test_all_conduit","TestConduit1","","","test_sign_in",""
"passed","Fri Aug 13 07:03:58 GMT 2021","Fri Aug 13 07:04:24 GMT 2021","26632","test_conduit","test_all_conduit","TestConduit1","","","test_sampletext_download",""
"passed","Fri Aug 13 07:02:05 GMT 2021","Fri Aug 13 07:02:22 GMT 2021","16119","test_conduit","test_all_conduit","TestConduit1","","","test_modify_article",""
"passed","Fri Aug 13 07:01:53 GMT 2021","Fri Aug 13 07:02:04 GMT 2021","10637","test_conduit","test_all_conduit","TestConduit1","","","test_new_article",""
"passed","Fri Aug 13 07:01:21 GMT 2021","Fri Aug 13 07:01:23 GMT 2021","2063","test_conduit","test_all_conduit","TestConduit1","","","test_accept_cookies",""
"passed","Fri Aug 13 07:04:26 GMT 2021","Fri Aug 13 07:04:36 GMT 2021","10346","test_conduit","test_all_conduit","TestConduit1","","","test_pagination",""
"passed","Fri Aug 13 07:01:25 GMT 2021","Fri Aug 13 07:01:32 GMT 2021","7604","test_conduit","test_all_conduit","TestConduit1","","","test_bad_signup",""
"passed","Fri Aug 13 07:03:20 GMT 2021","Fri Aug 13 07:03:38 GMT 2021","18316","test_conduit","test_all_conduit","TestConduit1","","","test_modify_profile",""
"passed","Fri Aug 13 07:05:07 GMT 2021","Fri Aug 13 07:05:14 GMT 2021","7328","test_conduit","test_all_conduit","TestConduit1","","","test_logout",""
"failed","Fri Aug 13 07:04:37 GMT 2021","Fri Aug 13 07:05:06 GMT 2021","28007","test_conduit","test_all_conduit","TestConduit1","","","test_list_faved_posts",""
"passed","Fri Aug 13 07:03:39 GMT 2021","Fri Aug 13 07:03:56 GMT 2021","17001","test_conduit","test_all_conduit","TestConduit1","","","test_delete_article",""
"passed","Fri Aug 13 07:02:23 GMT 2021","Fri Aug 13 07:03:20 GMT 2021","56571","test_conduit","test_all_conduit","TestConduit1","","","test_new_article_from_file",""
"passed","Fri Aug 13 07:01:34 GMT 2021","Fri Aug 13 07:01:48 GMT 2021","14238","test_conduit","test_all_conduit","TestConduit1","","","test_signup",""
"passed","Fri Aug 13 07:01:18 GMT 2021","Fri Aug 13 07:01:20 GMT 2021","2042","test_conduit","test_all_conduit","TestConduit1","","","test_homepage",""
