"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Aug 08 11:50:51 GMT 2021","Sun Aug 08 11:51:07 GMT 2021","16250","test_conduit","test_all_conduit","TestConduit1","","","test_delete_article",""
"broken","Sun Aug 08 11:51:54 GMT 2021","Sun Aug 08 11:51:58 GMT 2021","4038","test_conduit","test_all_conduit","TestConduit1","","","test_list_faved_posts",""
"passed","Sun Aug 08 11:49:41 GMT 2021","Sun Aug 08 11:49:49 GMT 2021","7974","test_conduit","test_all_conduit","TestConduit1","","","test_new_article",""
"passed","Sun Aug 08 11:51:59 GMT 2021","Sun Aug 08 11:52:06 GMT 2021","7375","test_conduit","test_all_conduit","TestConduit1","","","test_logout",""
"passed","Sun Aug 08 11:49:17 GMT 2021","Sun Aug 08 11:49:19 GMT 2021","2094","test_conduit","test_all_conduit","TestConduit1","","","test_accept_cookies",""
"passed","Sun Aug 08 11:49:37 GMT 2021","Sun Aug 08 11:49:40 GMT 2021","3337","test_conduit","test_all_conduit","TestConduit1","","","test_sign_in",""
"passed","Sun Aug 08 11:49:50 GMT 2021","Sun Aug 08 11:50:42 GMT 2021","52022","test_conduit","test_all_conduit","TestConduit1","","","test_new_article_from_file",""
"passed","Sun Aug 08 11:49:20 GMT 2021","Sun Aug 08 11:49:35 GMT 2021","14808","test_conduit","test_all_conduit","TestConduit1","","","test_signup",""
"passed","Sun Aug 08 11:51:09 GMT 2021","Sun Aug 08 11:51:42 GMT 2021","32698","test_conduit","test_all_conduit","TestConduit1","","","test_sampletext_download",""
"passed","Sun Aug 08 11:51:43 GMT 2021","Sun Aug 08 11:51:54 GMT 2021","10414","test_conduit","test_all_conduit","TestConduit1","","","test_pagination",""
"broken","Sun Aug 08 11:50:44 GMT 2021","Sun Aug 08 11:50:51 GMT 2021","6720","test_conduit","test_all_conduit","TestConduit1","","","test_modify_profile",""
